image_id,image_url,label,label_numeric,category,gender,age_group,source,fake_method,image_quality,resolution,confidence_score,detection_difficulty,dataset_split,date_collected,version,year,file_path
3758,https://api.dicebear.com/7.x/personas/jpg?seed=user700&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.85,Hard,train,2026-01-21,v2.0,2026,images/3758.jpg
1376,https://images.unsplash.com/photo-1572430767624-3b0cab0f6b1d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyOTZ8fHdvbWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTI1OXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,36-50,Unsplash,,Medium,1080x1080,0.92,Easy,val,2026-01-22,v2.0,2026,images/1376.jpg
748,https://images.unsplash.com/photo-1508682359866-c8ea077eb90b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyMzh8fG1hbiUyMGZhY2UlMjBjbG9zZXVwfGVufDB8fHx8MTc3ODA2NTIxMXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,36-50,Unsplash,,High,1080x1080,0.86,Easy,train,2026-02-18,v2.0,2026,images/748.jpg
4705,https://api.dicebear.com/7.x/personas/jpg?seed=user1647&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.95,Medium,train,2026-02-26,v2.0,2026,images/4705.jpg
89,https://images.unsplash.com/photo-1680184985388-34bd6d5694b4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw4OXx8aHVtYW4lMjBmYWNlJTIwcG9ydHJhaXR8ZW58MHx8fHwxNzc4MDY0NzE3fDA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,18-25,Unsplash,,High,1080x1080,0.93,Easy,val,2026-03-03,v2.0,2026,images/89.jpg
5059,https://api.dicebear.com/7.x/personas/jpg?seed=user2001&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.95,Medium,train,2026-04-26,v2.0,2026,images/5059.jpg
470,https://images.unsplash.com/photo-1623853434105-8e7a72898180?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1MDB8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTAzN3ww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,18-25,Unsplash,,High,1080x1080,0.89,Easy,test,2026-03-08,v2.0,2026,images/470.jpg
218,https://images.unsplash.com/photo-1597198670583-45d17643d71b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyNDh8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NDg3MHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,50+,Unsplash,,High,1080x1080,0.94,Easy,train,2026-02-17,v2.0,2026,images/218.jpg
5462,https://api.dicebear.com/7.x/personas/jpg?seed=user2404&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.9,Medium,test,2026-03-18,v2.0,2026,images/5462.jpg
157,https://images.unsplash.com/photo-1646795203221-d2a791724c4a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxNTd8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NDc0OXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,18-25,Unsplash,,Medium,1080x1080,0.98,Easy,train,2026-01-27,v2.0,2026,images/157.jpg
2454,https://images.unsplash.com/photo-1585532487868-ae1ab18246d0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyMzR8fGFkdWx0JTIwZmFjZSUyMHBob3RvfGVufDB8fHx8MTc3ODA2ODg0Nnww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,18-25,Unsplash,,High,1080x1080,0.98,Easy,val,2026-04-05,v2.0,2026,images/2454.jpg
382,https://images.unsplash.com/photo-1766139887733-da3886cc6908?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0MTJ8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTAwMXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,26-35,Unsplash,,Medium,1080x1080,0.85,Easy,train,2026-03-20,v2.0,2026,images/382.jpg
231,https://images.unsplash.com/photo-1633549446051-82a0599e9e02?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyNjF8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NDg3MHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,36-50,Unsplash,,Medium,1080x1080,0.98,Easy,train,2026-01-14,v2.0,2026,images/231.jpg
2234,https://images.unsplash.com/photo-1683892571255-3a76eb40c676?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxNHx8YWR1bHQlMjBmYWNlJTIwcGhvdG98ZW58MHx8fHwxNzc4MDY4ODMyfDA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,26-35,Unsplash,,Medium,1080x1080,0.89,Easy,train,2026-01-20,v2.0,2026,images/2234.jpg
4382,https://api.dicebear.com/7.x/personas/jpg?seed=user1324&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.92,Medium,train,2026-01-06,v2.0,2026,images/4382.jpg
4910,https://api.dicebear.com/7.x/personas/jpg?seed=user1852&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.94,Hard,val,2026-03-17,v2.0,2026,images/4910.jpg
3488,https://api.dicebear.com/7.x/personas/jpg?seed=user430&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.91,Hard,train,2026-01-02,v2.0,2026,images/3488.jpg
469,https://images.unsplash.com/photo-1595506951595-2d3de8d889c1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0OTl8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTAzN3ww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,50+,Unsplash,,Medium,1080x1080,0.94,Easy,train,2026-02-22,v2.0,2026,images/469.jpg
199,https://images.unsplash.com/photo-1633660038798-59a3a30335e8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxOTl8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NDc1M3ww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,26-35,Unsplash,,High,1080x1080,0.93,Easy,train,2026-02-07,v2.0,2026,images/199.jpg
3299,https://api.dicebear.com/7.x/personas/jpg?seed=user241&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.95,Hard,test,2026-02-16,v2.0,2026,images/3299.jpg
4160,https://api.dicebear.com/7.x/personas/jpg?seed=user1102&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.87,Hard,train,2026-04-02,v2.0,2026,images/4160.jpg
2907,https://randomuser.me/api/portraits/women/18.jpg,FAKE,0,AI Generated,Female,18-25,MultiSource,StyleGAN3,High,1024x1024,0.97,Hard,train,2026-03-16,v2.0,2026,images/2907.jpg
3350,https://api.dicebear.com/7.x/personas/jpg?seed=user292&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.89,Medium,train,2026-04-10,v2.0,2026,images/3350.jpg
2334,https://images.unsplash.com/photo-1726741697211-585ded8287fa?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxMTR8fGFkdWx0JTIwZmFjZSUyMHBob3RvfGVufDB8fHx8MTc3ODA2ODgzOHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,50+,Unsplash,,High,1080x1080,0.98,Easy,test,2026-01-21,v2.0,2026,images/2334.jpg
5503,https://api.dicebear.com/7.x/personas/jpg?seed=user2445&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.83,Hard,train,2026-03-16,v2.0,2026,images/5503.jpg
1601,https://images.unsplash.com/photo-1617329763497-a77e1dccda5c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1MjF8fHdvbWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTI3NHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,18-25,Unsplash,,High,1080x1080,0.97,Easy,train,2026-02-11,v2.0,2026,images/1601.jpg
5520,https://api.dicebear.com/7.x/personas/jpg?seed=user2462&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.81,Hard,train,2026-02-16,v2.0,2026,images/5520.jpg
5019,https://api.dicebear.com/7.x/personas/jpg?seed=user1961&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.87,Hard,train,2026-03-11,v2.0,2026,images/5019.jpg
4602,https://api.dicebear.com/7.x/personas/jpg?seed=user1544&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.87,Hard,test,2026-03-21,v2.0,2026,images/4602.jpg
1102,https://images.unsplash.com/photo-1567959951004-487b3d6342a4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyMnx8d29tYW4lMjBmYWNlJTIwcG9ydHJhaXR8ZW58MHx8fHwxNzc4MDY1MjM5fDA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,26-35,Unsplash,,Medium,1080x1080,0.98,Easy,test,2026-03-31,v2.0,2026,images/1102.jpg
3687,https://api.dicebear.com/7.x/personas/jpg?seed=user629&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.94,Hard,train,2026-02-13,v2.0,2026,images/3687.jpg
4368,https://api.dicebear.com/7.x/personas/jpg?seed=user1310&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.95,Hard,test,2026-04-03,v2.0,2026,images/4368.jpg
2227,https://images.unsplash.com/photo-1740074857209-389de8b311df?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw3fHxhZHVsdCUyMGZhY2UlMjBwaG90b3xlbnwwfHx8fDE3NzgwNjg4MzJ8MA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,50+,Unsplash,,High,1080x1080,0.94,Easy,test,2026-02-16,v2.0,2026,images/2227.jpg
753,https://images.unsplash.com/photo-1730173728310-dc07a9374ced?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyNDN8fG1hbiUyMGZhY2UlMjBjbG9zZXVwfGVufDB8fHx8MTc3ODA2NTIxM3ww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,36-50,Unsplash,,Medium,1080x1080,0.88,Easy,train,2026-02-28,v2.0,2026,images/753.jpg
3126,https://api.dicebear.com/7.x/personas/jpg?seed=user68&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.93,Hard,train,2026-03-26,v2.0,2026,images/3126.jpg
3788,https://api.dicebear.com/7.x/personas/jpg?seed=user730&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.85,Hard,train,2026-01-17,v2.0,2026,images/3788.jpg
5100,https://api.dicebear.com/7.x/personas/jpg?seed=user2042&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.94,Medium,train,2026-02-23,v2.0,2026,images/5100.jpg
4306,https://api.dicebear.com/7.x/personas/jpg?seed=user1248&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.95,Hard,train,2026-03-01,v2.0,2026,images/4306.jpg
4275,https://api.dicebear.com/7.x/personas/jpg?seed=user1217&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.88,Hard,train,2026-03-25,v2.0,2026,images/4275.jpg
477,https://images.unsplash.com/photo-1583852703203-2f27c781388d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1MDd8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTAzN3ww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,26-35,Unsplash,,High,1080x1080,0.9,Easy,test,2026-04-09,v2.0,2026,images/477.jpg
623,https://images.unsplash.com/photo-1700046694069-1090e1ed0f66?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw4M3x8bWFuJTIwZmFjZSUyMGNsb3NldXB8ZW58MHx8fHwxNzc4MDY1MDgyfDA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,36-50,Unsplash,,High,1080x1080,0.91,Easy,train,2026-01-05,v2.0,2026,images/623.jpg
5157,https://api.dicebear.com/7.x/personas/jpg?seed=user2099&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.88,Hard,test,2026-01-26,v2.0,2026,images/5157.jpg
3794,https://api.dicebear.com/7.x/personas/jpg?seed=user736&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.98,Hard,test,2026-03-15,v2.0,2026,images/3794.jpg
436,https://images.unsplash.com/photo-1623864653909-0104b412f75d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0NjZ8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTAzM3ww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,50+,Unsplash,,High,1080x1080,0.96,Easy,train,2026-02-15,v2.0,2026,images/436.jpg
4321,https://api.dicebear.com/7.x/personas/jpg?seed=user1263&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.87,Hard,train,2026-04-09,v2.0,2026,images/4321.jpg
958,https://images.unsplash.com/photo-1604611075388-f68b631f1512?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0NDh8fG1hbiUyMGZhY2UlMjBjbG9zZXVwfGVufDB8fHx8MTc3ODA2NTIyOXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,36-50,Unsplash,,High,1080x1080,0.85,Easy,test,2026-04-10,v2.0,2026,images/958.jpg
1085,https://images.unsplash.com/photo-1610983214328-8d84eb6e32c6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1fHx3b21hbiUyMGZhY2UlMjBwb3J0cmFpdHxlbnwwfHx8fDE3NzgwNjUyMzl8MA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,36-50,Unsplash,,High,1080x1080,0.87,Easy,val,2026-01-16,v2.0,2026,images/1085.jpg
4003,https://api.dicebear.com/7.x/personas/jpg?seed=user945&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.83,Hard,val,2026-01-30,v2.0,2026,images/4003.jpg
4412,https://api.dicebear.com/7.x/personas/jpg?seed=user1354&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.86,Hard,val,2026-03-09,v2.0,2026,images/4412.jpg
1515,https://images.unsplash.com/photo-1557002665-2929901e4e65?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0MzV8fHdvbWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTI2OXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,50+,Unsplash,,High,1080x1080,0.91,Easy,val,2026-03-12,v2.0,2026,images/1515.jpg
209,https://images.unsplash.com/photo-1534528741775-53994a69daeb?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyMDl8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NDc1M3ww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,50+,Unsplash,,High,1080x1080,0.86,Easy,train,2026-02-21,v2.0,2026,images/209.jpg
1833,https://images.unsplash.com/photo-1605972508994-a29759038123?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxODN8fHBlcnNvbiUyMGZhY2UlMjBwaG90b3xlbnwwfHx8fDE3NzgwNjUyOTB8MA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,36-50,Unsplash,,High,1080x1080,0.86,Easy,test,2026-03-24,v2.0,2026,images/1833.jpg
3348,https://api.dicebear.com/7.x/personas/jpg?seed=user290&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.84,Hard,train,2026-04-06,v2.0,2026,images/3348.jpg
2760,https://images.unsplash.com/photo-1756475394041-53bd65722fac?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1NDB8fGFkdWx0JTIwZmFjZSUyMHBob3RvfGVufDB8fHx8MTc3ODA2ODg3NHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,18-25,Unsplash,,High,1080x1080,0.94,Easy,train,2026-02-12,v2.0,2026,images/2760.jpg
4044,https://api.dicebear.com/7.x/personas/jpg?seed=user986&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.86,Hard,train,2026-03-18,v2.0,2026,images/4044.jpg
1667,https://images.unsplash.com/photo-1616117690865-1aadc7aa6666?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxN3x8cGVyc29uJTIwZmFjZSUyMHBob3RvfGVufDB8fHx8MTc3ODA2NTI3OHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,26-35,Unsplash,,High,1080x1080,0.91,Easy,test,2026-04-02,v2.0,2026,images/1667.jpg
1243,https://images.unsplash.com/photo-1567959951004-487b3d6342a4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxNjN8fHdvbWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTI1MXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,26-35,Unsplash,,High,1080x1080,0.96,Easy,test,2026-04-03,v2.0,2026,images/1243.jpg
2406,https://images.unsplash.com/photo-1727341555111-9bf7c2bcbd19?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwxODZ8fGFkdWx0JTIwZmFjZSUyMHBob3RvfGVufDB8fHx8MTc3ODA2ODg0NHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,18-25,Unsplash,,High,1080x1080,0.97,Easy,train,2026-01-23,v2.0,2026,images/2406.jpg
1447,https://images.unsplash.com/photo-1650750587998-d524e8bca874?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwzNjd8fHdvbWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTI2NXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,50+,Unsplash,,High,1080x1080,0.85,Easy,test,2026-04-25,v2.0,2026,images/1447.jpg
2856,https://randomuser.me/api/portraits/men/66.jpg,FAKE,0,AI Generated,Male,36-50,MultiSource,StyleGAN3,High,1024x1024,0.92,Hard,train,2026-03-01,v2.0,2026,images/2856.jpg
5055,https://api.dicebear.com/7.x/personas/jpg?seed=user1997&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.87,Hard,train,2026-02-11,v2.0,2026,images/5055.jpg
4936,https://api.dicebear.com/7.x/personas/jpg?seed=user1878&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.83,Hard,test,2026-04-11,v2.0,2026,images/4936.jpg
2487,https://images.unsplash.com/photo-1552350023-2de660f3de07?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyNjd8fGFkdWx0JTIwZmFjZSUyMHBob3RvfGVufDB8fHx8MTc3ODA2ODg0OXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,18-25,Unsplash,,Medium,1080x1080,0.97,Easy,test,2026-04-16,v2.0,2026,images/2487.jpg
1006,https://images.unsplash.com/photo-1642794453110-5105c08c829f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0OTZ8fG1hbiUyMGZhY2UlMjBjbG9zZXVwfGVufDB8fHx8MTc3ODA2NTIzMnww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,50+,Unsplash,,Medium,1080x1080,0.97,Easy,val,2026-03-09,v2.0,2026,images/1006.jpg
4305,https://api.dicebear.com/7.x/personas/jpg?seed=user1247&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.9,Hard,train,2026-03-20,v2.0,2026,images/4305.jpg
1353,https://images.unsplash.com/photo-1653854960145-749554cab141?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyNzN8fHdvbWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTI1OXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,18-25,Unsplash,,Medium,1080x1080,0.9,Easy,train,2026-01-16,v2.0,2026,images/1353.jpg
983,https://images.unsplash.com/photo-1604979118771-98fec6f44c5f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0NzN8fG1hbiUyMGZhY2UlMjBjbG9zZXVwfGVufDB8fHx8MTc3ODA2NTIzMHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Unknown,36-50,Unsplash,,High,1080x1080,0.91,Easy,train,2026-04-19,v2.0,2026,images/983.jpg
4872,https://api.dicebear.com/7.x/personas/jpg?seed=user1814&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.92,Hard,train,2026-02-20,v2.0,2026,images/4872.jpg
2834,https://randomuser.me/api/portraits/men/44.jpg,FAKE,0,AI Generated,Male,18-25,MultiSource,StyleGAN3,High,1024x1024,0.85,Hard,train,2026-03-22,v2.0,2026,images/2834.jpg
1322,https://images.unsplash.com/photo-1660114436971-b023034b8919?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHwyNDJ8fHdvbWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTI1N3ww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,26-35,Unsplash,,High,1080x1080,0.98,Easy,train,2026-01-27,v2.0,2026,images/1322.jpg
3839,https://api.dicebear.com/7.x/personas/jpg?seed=user781&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.96,Hard,train,2026-01-23,v2.0,2026,images/3839.jpg
1050,https://images.unsplash.com/photo-1619451684167-8099a2636378?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1NDB8fG1hbiUyMGZhY2UlMjBjbG9zZXVwfGVufDB8fHx8MTc3ODA2NTIzNHww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,18-25,Unsplash,,Medium,1080x1080,0.96,Easy,train,2026-03-12,v2.0,2026,images/1050.jpg
2203,https://images.unsplash.com/photo-1758600432828-0ce6e52d1e83?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1NTN8fHlvdW5nJTIwcGVyc29uJTIwZmFjZXxlbnwwfHx8fDE3NzgwNjg4MzB8MA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,36-50,Unsplash,,Medium,1080x1080,0.9,Easy,train,2026-04-28,v2.0,2026,images/2203.jpg
2118,https://images.unsplash.com/photo-1589006261191-36eb1dfd58b0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw0Njh8fHBlcnNvbiUyMGZhY2UlMjBwaG90b3xlbnwwfHx8fDE3NzgwNjUzMTB8MA&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Male,18-25,Unsplash,,High,1080x1080,0.95,Easy,train,2026-02-28,v2.0,2026,images/2118.jpg
535,https://images.unsplash.com/photo-1754671246394-9e8ce0175f3d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w5NDQwMTV8MHwxfHNlYXJjaHw1NjV8fGh1bWFuJTIwZmFjZSUyMHBvcnRyYWl0fGVufDB8fHx8MTc3ODA2NTA1NXww&ixlib=rb-4.1.0&q=80&w=1080,REAL,1,Authentic,Female,50+,Unsplash,,Medium,1080x1080,0.98,Easy,test,2026-04-20,v2.0,2026,images/535.jpg
4862,https://api.dicebear.com/7.x/personas/jpg?seed=user1804&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.93,Hard,val,2026-01-06,v2.0,2026,images/4862.jpg
